-10.25825931,0.436783772,0.468150828
-10.18242717,0.425307596,0.465937757
-10.10556909,0.415725998,0.463694745
-10.02871102,0.407312827,0.461451734
-9.951852945,0.399680804,0.459208722
-9.874994872,0.392589905,0.456965711
-9.798136798,0.385898436,0.454722699
-9.721278725,0.379517178,0.452479688
-9.644420651,0.373384034,0.450236676
-9.567562578,0.367454168,0.447993665
-10.33614331,0.454752264,0.454752269
-9.490704504,0.361694277,0.445750653
-8.645265696,0.305125405,0.421077526
-7.799826888,0.256451588,0.396404399
-6.95438808,0.20922837,0.371731272
-6.108949272,0.16211113,0.347058144
-5.263510464,0.115059215,0.322385017
-4.418071656,0.077619032,0.29771189
-3.572632848,0.050755076,0.273038763
-2.72719404,0.029522979,0.248365636
-1.881755232,0.013871873,0.223692509
-1.036316424,0.004078366,0.199019381
-0.190877616,0.000130401,0.174346254
0.654561192,0.023802797,0.149673127
1.5,0.125,0.125
0.731419265,0.029720786,0.147430116
0.808277339,0.036295125,0.145187104
0.885135412,0.043525817,0.142944092
0.961993486,0.051412859,0.140701081
1.038851559,0.059956253,0.138458069
1.115709633,0.069155999,0.136215058
1.192567706,0.079012096,0.133972046
1.26942578,0.089524545,0.131729035
1.346283853,0.100693345,0.129486023
1.422999612,0.112495994,0.127247165
